Jahr,Altersgruppe,Bundesland,Einwohner
2011,0-65,Baden-Württemberg,131329
2011,0-65,Bayern,154092
2011,0-65,Berlin,44535
2011,0-65,Brandenburg,36469
2011,0-65,Bremen,8305
2011,0-65,Hamburg,19628
2011,0-65,Hessen,78822
2011,0-65,Mecklenburg-Vorpommern,24233
2011,0-65,Niedersachsen,101677
2011,0-65,Nordrhein-Westfalen,221927
2011,0-65,Rheinland-Pfalz,54502
2011,0-65,Saarland,14812
2011,0-65,Sachsen,63263
2011,0-65,Sachsen-Anhalt,35768
2011,0-65,Schleswig-Holstein,35641
2011,0-65,Thüringen,34003
2011,0-65,Baden-Württemberg,128390
2011,0-65,Bayern,150015
2011,0-65,Berlin,41603
2011,0-65,Brandenburg,30883
2011,0-65,Bremen,8397
2011,0-65,Hamburg,19367
2011,0-65,Hessen,78122
2011,0-65,Mecklenburg-Vorpommern,20898
2011,0-65,Niedersachsen,100280
2011,0-65,Nordrhein-Westfalen,219890
2011,0-65,Rheinland-Pfalz,53075
2011,0-65,Saarland,15039
2011,0-65,Sachsen,55496
2011,0-65,Sachsen-Anhalt,31871
2011,0-65,Schleswig-Holstein,35556
2011,0-65,Thüringen,30277
2011,0-65,Baden-Württemberg,119215
2011,0-65,Bayern,143610
2011,0-65,Berlin,38238
2011,0-65,Brandenburg,26600
2011,0-65,Bremen,7797
2011,0-65,Hamburg,18997
2011,0-65,Hessen,73454
2011,0-65,Mecklenburg-Vorpommern,18268
2011,0-65,Niedersachsen,93147
2011,0-65,Nordrhein-Westfalen,202126
2011,0-65,Rheinland-Pfalz,45882
2011,0-65,Saarland,13128
2011,0-65,Sachsen,44466
2011,0-65,Sachsen-Anhalt,26995
2011,0-65,Schleswig-Holstein,35035
2011,0-65,Thüringen,26279
2011,0-65,Baden-Württemberg,110907
2011,0-65,Bayern,140602
2011,0-65,Berlin,35741
2011,0-65,Brandenburg,25500
2011,0-65,Bremen,7483
2011,0-65,Hamburg,18088
2011,0-65,Hessen,68710
2011,0-65,Mecklenburg-Vorpommern,17052
2011,0-65,Niedersachsen,85218
2011,0-65,Nordrhein-Westfalen,186086
2011,0-65,Rheinland-Pfalz,40828
2011,0-65,Saarland,10629
2011,0-65,Sachsen,44474
2011,0-65,Sachsen-Anhalt,26299
2011,0-65,Schleswig-Holstein,32856
2011,0-65,Thüringen,24965
2011,0-65,Baden-Württemberg,96994
2011,0-65,Bayern,124192
2011,0-65,Berlin,28085
2011,0-65,Brandenburg,17281
2011,0-65,Bremen,7332
2011,0-65,Hamburg,16816
2011,0-65,Hessen,58922
2011,0-65,Mecklenburg-Vorpommern,11248
2011,0-65,Niedersachsen,79974
2011,0-65,Nordrhein-Westfalen,170302
2011,0-65,Rheinland-Pfalz,36512
2011,0-65,Saarland,8665
2011,0-65,Sachsen,33441
2011,0-65,Sachsen-Anhalt,21409
2011,0-65,Schleswig-Holstein,30744
2011,0-65,Thüringen,20680
2011,65-75,Baden-Württemberg,83812
2011,65-75,Bayern,100563
2011,65-75,Berlin,31480
2011,65-75,Brandenburg,20463
2011,65-75,Bremen,5945
2011,65-75,Hamburg,15099
2011,65-75,Hessen,49232
2011,65-75,Mecklenburg-Vorpommern,12147
2011,65-75,Niedersachsen,63354
2011,65-75,Nordrhein-Westfalen,144665
2011,65-75,Rheinland-Pfalz,30754
2011,65-75,Saarland,8030
2011,65-75,Sachsen,39574
2011,65-75,Sachsen-Anhalt,21638
2011,65-75,Schleswig-Holstein,25574
2011,65-75,Thüringen,19404
2011,65-75,Baden-Württemberg,108111
2011,65-75,Bayern,129316
2011,65-75,Berlin,41314
2011,65-75,Brandenburg,30531
2011,65-75,Bremen,7478
2011,65-75,Hamburg,18785
2011,65-75,Hessen,65565
2011,65-75,Mecklenburg-Vorpommern,18193
2011,65-75,Niedersachsen,84389
2011,65-75,Nordrhein-Westfalen,185287
2011,65-75,Rheinland-Pfalz,40125
2011,65-75,Saarland,10911
2011,65-75,Sachsen,57423
2011,65-75,Sachsen-Anhalt,30310
2011,65-75,Schleswig-Holstein,33770
2011,65-75,Thüringen,28158
2011,65-75,Baden-Württemberg,109119
2011,65-75,Bayern,129300
2011,65-75,Berlin,42900
2011,65-75,Brandenburg,32788
2011,65-75,Bremen,7702
2011,65-75,Hamburg,18806
2011,65-75,Hessen,64749
2011,65-75,Mecklenburg-Vorpommern,19758
2011,65-75,Niedersachsen,87136
2011,65-75,Nordrhein-Westfalen,185672
2011,65-75,Rheinland-Pfalz,39947
2011,65-75,Saarland,10572
2011,65-75,Sachsen,56659
2011,65-75,Sachsen-Anhalt,31236
2011,65-75,Schleswig-Holstein,35086
2011,65-75,Thüringen,28354
2011,65-75,Baden-Württemberg,107275
2011,65-75,Bayern,125574
2011,65-75,Berlin,40790
2011,65-75,Brandenburg,31656
2011,65-75,Bremen,7618
2011,65-75,Hamburg,18452
2011,65-75,Hessen,61506
2011,65-75,Mecklenburg-Vorpommern,19186
2011,65-75,Niedersachsen,84899
2011,65-75,Nordrhein-Westfalen,181387
2011,65-75,Rheinland-Pfalz,39097
2011,65-75,Saarland,10440
2011,65-75,Sachsen,52397
2011,65-75,Sachsen-Anhalt,30928
2011,65-75,Schleswig-Holstein,33896
2011,65-75,Thüringen,26529
2011,65-75,Baden-Württemberg,128146
2011,65-75,Bayern,152003
2011,65-75,Berlin,46789
2011,65-75,Brandenburg,39289
2011,65-75,Bremen,8492
2011,65-75,Hamburg,20891
2011,65-75,Hessen,73543
2011,65-75,Mecklenburg-Vorpommern,24451
2011,65-75,Niedersachsen,102523
2011,65-75,Nordrhein-Westfalen,214226
2011,65-75,Rheinland-Pfalz,48358
2011,65-75,Saarland,13287
2011,65-75,Sachsen,65031
2011,65-75,Sachsen-Anhalt,37572
2011,65-75,Schleswig-Holstein,40578
2011,65-75,Thüringen,33918
2011,65-75,Baden-Württemberg,133499
2011,65-75,Bayern,161018
2011,65-75,Berlin,44744
2011,65-75,Brandenburg,39264
2011,65-75,Bremen,8823
2011,65-75,Hamburg,21234
2011,65-75,Hessen,78365
2011,65-75,Mecklenburg-Vorpommern,24735
2011,65-75,Niedersachsen,106629
2011,65-75,Nordrhein-Westfalen,230211
2011,65-75,Rheinland-Pfalz,52381
2011,65-75,Saarland,13886
2011,65-75,Sachsen,66563
2011,65-75,Sachsen-Anhalt,38471
2011,65-75,Schleswig-Holstein,40788
2011,65-75,Thüringen,36287
2011,65-75,Baden-Württemberg,130700
2011,65-75,Bayern,157190
2011,65-75,Berlin,41370
2011,65-75,Brandenburg,37918
2011,65-75,Bremen,8459
2011,65-75,Hamburg,20075
2011,65-75,Hessen,75379
2011,65-75,Mecklenburg-Vorpommern,24808
2011,65-75,Niedersachsen,103772
2011,65-75,Nordrhein-Westfalen,223853
2011,65-75,Rheinland-Pfalz,51170
2011,65-75,Saarland,14068
2011,65-75,Sachsen,64762
2011,65-75,Sachsen-Anhalt,37206
2011,65-75,Schleswig-Holstein,40041
2011,65-75,Thüringen,35122
2011,65-75,Baden-Württemberg,121142
2011,65-75,Bayern,141546
2011,65-75,Berlin,37991
2011,65-75,Brandenburg,34736
2011,65-75,Bremen,8149
2011,65-75,Hamburg,19028
2011,65-75,Hessen,68630
2011,65-75,Mecklenburg-Vorpommern,23048
2011,65-75,Niedersachsen,98318
2011,65-75,Nordrhein-Westfalen,210663
2011,65-75,Rheinland-Pfalz,47591
2011,65-75,Saarland,13069
2011,65-75,Sachsen,58645
2011,65-75,Sachsen-Anhalt,33261
2011,65-75,Schleswig-Holstein,37332
2011,65-75,Thüringen,30492
2011,65-75,Baden-Württemberg,111569
2011,65-75,Bayern,128032
2011,65-75,Berlin,35584
2011,65-75,Brandenburg,31715
2011,65-75,Bremen,7616
2011,65-75,Hamburg,17680
2011,65-75,Hessen,63576
2011,65-75,Mecklenburg-Vorpommern,20779
2011,65-75,Niedersachsen,89450
2011,65-75,Nordrhein-Westfalen,196343
2011,65-75,Rheinland-Pfalz,44207
2011,65-75,Saarland,12829
2011,65-75,Sachsen,53139
2011,65-75,Sachsen-Anhalt,30802
2011,65-75,Schleswig-Holstein,33916
2011,65-75,Thüringen,27681
2011,65-75,Baden-Württemberg,106635
2011,65-75,Bayern,121347
2011,65-75,Berlin,33413
2011,65-75,Brandenburg,30465
2011,65-75,Bremen,7295
2011,65-75,Hamburg,16907
2011,65-75,Hessen,61000
2011,65-75,Mecklenburg-Vorpommern,20013
2011,65-75,Niedersachsen,84628
2011,65-75,Nordrhein-Westfalen,187655
2011,65-75,Rheinland-Pfalz,42890
2011,65-75,Saarland,12707
2011,65-75,Sachsen,51518
2011,65-75,Sachsen-Anhalt,29397
2011,65-75,Schleswig-Holstein,31751
2011,65-75,Thüringen,26651
2011,75-85,Baden-Württemberg,100161
2011,75-85,Bayern,112980
2011,75-85,Berlin,31931
2011,75-85,Brandenburg,29257
2011,75-85,Bremen,6659
2011,75-85,Hamburg,16154
2011,75-85,Hessen,57110
2011,75-85,Mecklenburg-Vorpommern,19031
2011,75-85,Niedersachsen,79217
2011,75-85,Nordrhein-Westfalen,178259
2011,75-85,Rheinland-Pfalz,40136
2011,75-85,Saarland,11262
2011,75-85,Sachsen,50420
2011,75-85,Sachsen-Anhalt,27944
2011,75-85,Schleswig-Holstein,29457
2011,75-85,Thüringen,25240
2011,75-85,Baden-Württemberg,89195
2011,75-85,Bayern,103830
2011,75-85,Berlin,28969
2011,75-85,Brandenburg,26309
2011,75-85,Bremen,6005
2011,75-85,Hamburg,13816
2011,75-85,Hessen,51998
2011,75-85,Mecklenburg-Vorpommern,17499
2011,75-85,Niedersachsen,71276
2011,75-85,Nordrhein-Westfalen,164036
2011,75-85,Rheinland-Pfalz,36431
2011,75-85,Saarland,9692
2011,75-85,Sachsen,45666
2011,75-85,Sachsen-Anhalt,25528
2011,75-85,Schleswig-Holstein,26188
2011,75-85,Thüringen,22974
2011,75-85,Baden-Württemberg,73441
2011,75-85,Bayern,85739
2011,75-85,Berlin,20310
2011,75-85,Brandenburg,19736
2011,75-85,Bremen,4495
2011,75-85,Hamburg,10504
2011,75-85,Hessen,40751
2011,75-85,Mecklenburg-Vorpommern,13758
2011,75-85,Niedersachsen,54646
2011,75-85,Nordrhein-Westfalen,126486
2011,75-85,Rheinland-Pfalz,28990
2011,75-85,Saarland,8186
2011,75-85,Sachsen,34891
2011,75-85,Sachsen-Anhalt,19947
2011,75-85,Schleswig-Holstein,19206
2011,75-85,Thüringen,17680
2011,75-85,Baden-Württemberg,70348
2011,75-85,Bayern,82488
2011,75-85,Berlin,18498
2011,75-85,Brandenburg,18890
2011,75-85,Bremen,4459
2011,75-85,Hamburg,9899
2011,75-85,Hessen,38959
2011,75-85,Mecklenburg-Vorpommern,13363
2011,75-85,Niedersachsen,53357
2011,75-85,Nordrhein-Westfalen,123413
2011,75-85,Rheinland-Pfalz,28251
2011,75-85,Saarland,8200
2011,75-85,Sachsen,33292
2011,75-85,Sachsen-Anhalt,19223
2011,75-85,Schleswig-Holstein,18148
2011,75-85,Thüringen,17296
2011,75-85,Baden-Württemberg,69013
2011,75-85,Bayern,81364
2011,75-85,Berlin,18306
2011,75-85,Brandenburg,18138
2011,75-85,Bremen,4292
2011,75-85,Hamburg,9971
2011,75-85,Hessen,38486
2011,75-85,Mecklenburg-Vorpommern,12482
2011,75-85,Niedersachsen,52832
2011,75-85,Nordrhein-Westfalen,121215
2011,75-85,Rheinland-Pfalz,28005
2011,75-85,Saarland,8006
2011,75-85,Sachsen,33447
2011,75-85,Sachsen-Anhalt,18667
2011,75-85,Schleswig-Holstein,17802
2011,75-85,Thüringen,16585
2011,75-85,Baden-Württemberg,69082
2011,75-85,Bayern,79692
2011,75-85,Berlin,18432
2011,75-85,Brandenburg,18111
2011,75-85,Bremen,4370
2011,75-85,Hamburg,10241
2011,75-85,Hessen,39538
2011,75-85,Mecklenburg-Vorpommern,12066
2011,75-85,Niedersachsen,53534
2011,75-85,Nordrhein-Westfalen,124365
2011,75-85,Rheinland-Pfalz,28239
2011,75-85,Saarland,7737
2011,75-85,Sachsen,34771
2011,75-85,Sachsen-Anhalt,18698
2011,75-85,Schleswig-Holstein,17752
2011,75-85,Thüringen,17141
2011,75-85,Baden-Württemberg,63653
2011,75-85,Bayern,74806
2011,75-85,Berlin,17023
2011,75-85,Brandenburg,16152
2011,75-85,Bremen,4211
2011,75-85,Hamburg,9574
2011,75-85,Hessen,36904
2011,75-85,Mecklenburg-Vorpommern,10752
2011,75-85,Niedersachsen,49082
2011,75-85,Nordrhein-Westfalen,114099
2011,75-85,Rheinland-Pfalz,26274
2011,75-85,Saarland,7147
2011,75-85,Sachsen,32681
2011,75-85,Sachsen-Anhalt,17013
2011,75-85,Schleswig-Holstein,16668
2011,75-85,Thüringen,15503
2011,75-85,Baden-Württemberg,60183
2011,75-85,Bayern,69688
2011,75-85,Berlin,15598
2011,75-85,Brandenburg,14533
2011,75-85,Bremen,4091
2011,75-85,Hamburg,9298
2011,75-85,Hessen,34833
2011,75-85,Mecklenburg-Vorpommern,9589
2011,75-85,Niedersachsen,47021
2011,75-85,Nordrhein-Westfalen,107740
2011,75-85,Rheinland-Pfalz,24960
2011,75-85,Saarland,6685
2011,75-85,Sachsen,29517
2011,75-85,Sachsen-Anhalt,15908
2011,75-85,Schleswig-Holstein,16053
2011,75-85,Thüringen,14575
2011,75-85,Baden-Württemberg,52611
2011,75-85,Bayern,63378
2011,75-85,Berlin,13287
2011,75-85,Brandenburg,12001
2011,75-85,Bremen,3567
2011,75-85,Hamburg,8250
2011,75-85,Hessen,31170
2011,75-85,Mecklenburg-Vorpommern,7994
2011,75-85,Niedersachsen,42453
2011,75-85,Nordrhein-Westfalen,94693
2011,75-85,Rheinland-Pfalz,22166
2011,75-85,Saarland,6016
2011,75-85,Sachsen,25195
2011,75-85,Sachsen-Anhalt,13399
2011,75-85,Schleswig-Holstein,13942
2011,75-85,Thüringen,12470
2011,75-85,Baden-Württemberg,48700
2011,75-85,Bayern,58001
2011,75-85,Berlin,12657
2011,75-85,Brandenburg,10732
2011,75-85,Bremen,3345
2011,75-85,Hamburg,7711
2011,75-85,Hessen,29104
2011,75-85,Mecklenburg-Vorpommern,6940
2011,75-85,Niedersachsen,38277
2011,75-85,Nordrhein-Westfalen,85722
2011,75-85,Rheinland-Pfalz,20436
2011,75-85,Saarland,5387
2011,75-85,Sachsen,23629
2011,75-85,Sachsen-Anhalt,11909
2011,75-85,Schleswig-Holstein,12859
2011,75-85,Thüringen,11383
2011,85,Baden-Württemberg,44826
2011,85,Bayern,53104
2011,85,Berlin,11392
2011,85,Brandenburg,9476
2011,85,Bremen,3039
2011,85,Hamburg,7212
2011,85,Hessen,26587
2011,85,Mecklenburg-Vorpommern,6134
2011,85,Niedersachsen,35747
2011,85,Nordrhein-Westfalen,77515
2011,85,Rheinland-Pfalz,18548
2011,85,Saarland,4822
2011,85,Sachsen,20760
2011,85,Sachsen-Anhalt,10706
2011,85,Schleswig-Holstein,12301
2011,85,Thüringen,10016
2011,85,Baden-Württemberg,37654
2011,85,Bayern,45152
2011,85,Berlin,9521
2011,85,Brandenburg,7804
2011,85,Bremen,2603
2011,85,Hamburg,6297
2011,85,Hessen,22930
2011,85,Mecklenburg-Vorpommern,5013
2011,85,Niedersachsen,30155
2011,85,Nordrhein-Westfalen,66684
2011,85,Rheinland-Pfalz,15690
2011,85,Saarland,4403
2011,85,Sachsen,17088
2011,85,Sachsen-Anhalt,8966
2011,85,Schleswig-Holstein,10577
2011,85,Thüringen,8421
2011,85,Baden-Württemberg,33601
2011,85,Bayern,40211
2011,85,Berlin,7694
2011,85,Brandenburg,6525
2011,85,Bremen,2380
2011,85,Hamburg,5422
2011,85,Hessen,19977
2011,85,Mecklenburg-Vorpommern,4272
2011,85,Niedersachsen,26025
2011,85,Nordrhein-Westfalen,56199
2011,85,Rheinland-Pfalz,13553
2011,85,Saarland,3948
2011,85,Sachsen,15297
2011,85,Sachsen-Anhalt,7683
2011,85,Schleswig-Holstein,9344
2011,85,Thüringen,7185
2011,85,Baden-Württemberg,29995
2011,85,Bayern,36107
2011,85,Berlin,7611
2011,85,Brandenburg,6028
2011,85,Bremen,2176
2011,85,Hamburg,5070
2011,85,Hessen,17981
2011,85,Mecklenburg-Vorpommern,3761
2011,85,Niedersachsen,23840
2011,85,Nordrhein-Westfalen,51059
2011,85,Rheinland-Pfalz,12159
2011,85,Saarland,3250
2011,85,Sachsen,14374
2011,85,Sachsen-Anhalt,7121
2011,85,Schleswig-Holstein,8485
2011,85,Thüringen,6441
2011,85,Baden-Württemberg,27181
2011,85,Bayern,32197
2011,85,Berlin,7434
2011,85,Brandenburg,5511
2011,85,Bremen,2073
2011,85,Hamburg,4721
2011,85,Hessen,16124
2011,85,Mecklenburg-Vorpommern,3383
2011,85,Niedersachsen,21157
2011,85,Nordrhein-Westfalen,44140
2011,85,Rheinland-Pfalz,10481
2011,85,Saarland,2696
2011,85,Sachsen,13555
2011,85,Sachsen-Anhalt,6218
2011,85,Schleswig-Holstein,7774
2011,85,Thüringen,5842
2011,85,Baden-Württemberg,81696
2011,85,Bayern,83361
2011,85,Berlin,26044
2011,85,Brandenburg,15145
2011,85,Bremen,6141
2011,85,Hamburg,15020
2011,85,Hessen,48012
2011,85,Mecklenburg-Vorpommern,9352
2011,85,Niedersachsen,61582
2011,85,Nordrhein-Westfalen,121755
2011,85,Rheinland-Pfalz,32460
2011,85,Saarland,7057
2011,85,Sachsen,33674
2011,85,Sachsen-Anhalt,15922
2011,85,Schleswig-Holstein,23843
2011,85,Thüringen,14234
2011,,Baden-Württemberg,10753880
2011,,Bayern,12538696
2011,,Berlin,3460725
2011,,Brandenburg,2503273
2011,,Bremen,660706
2011,,Hamburg,1786448
2011,,Hessen,6067021
2011,,Mecklenburg-Vorpommern,1642327
2011,,Niedersachsen,7918293
2011,,Nordrhein-Westfalen,17845154
2011,,Rheinland-Pfalz,4003745
2011,,Saarland,1017567
2011,,Sachsen,4149477
2011,,Sachsen-Anhalt,2335006
2011,,Schleswig-Holstein,2834259
2011,,Thüringen,2235025
2012,0-65,Baden-Württemberg,88456
2012,0-65,Bayern,103755
2012,0-65,Berlin,32502
2012,0-65,Brandenburg,18310
2012,0-65,Bremen,5175
2012,0-65,Hamburg,16520
2012,0-65,Hessen,51172
2012,0-65,Mecklenburg-Vorpommern,12602
2012,0-65,Niedersachsen,60823
2012,0-65,Nordrhein-Westfalen,141700
2012,0-65,Rheinland-Pfalz,31075
2012,0-65,Saarland,7027
2012,0-65,Sachsen,34248
2012,0-65,Sachsen-Anhalt,16639
2012,0-65,Schleswig-Holstein,21300
2012,0-65,Thüringen,17028
2012,0-65,Baden-Württemberg,91653
2012,0-65,Bayern,105997
2012,0-65,Berlin,32800
2012,0-65,Brandenburg,19463
2012,0-65,Bremen,5502
2012,0-65,Hamburg,16502
2012,0-65,Hessen,52066
2012,0-65,Mecklenburg-Vorpommern,13292
2012,0-65,Niedersachsen,63621
2012,0-65,Nordrhein-Westfalen,146841
2012,0-65,Rheinland-Pfalz,32097
2012,0-65,Saarland,7085
2012,0-65,Sachsen,34848
2012,0-65,Sachsen-Anhalt,17119
2012,0-65,Schleswig-Holstein,22783
2012,0-65,Thüringen,17567
2012,0-65,Baden-Württemberg,90832
2012,0-65,Bayern,104742
2012,0-65,Berlin,31708
2012,0-65,Brandenburg,19314
2012,0-65,Bremen,5404
2012,0-65,Hamburg,15919
2012,0-65,Hessen,51258
2012,0-65,Mecklenburg-Vorpommern,13034
2012,0-65,Niedersachsen,63311
2012,0-65,Nordrhein-Westfalen,145119
2012,0-65,Rheinland-Pfalz,31519
2012,0-65,Saarland,6937
2012,0-65,Sachsen,33995
2012,0-65,Sachsen-Anhalt,16997
2012,0-65,Schleswig-Holstein,22546
2012,0-65,Thüringen,16944
2012,0-65,Baden-Württemberg,93497
2012,0-65,Bayern,107849
2012,0-65,Berlin,31524
2012,0-65,Brandenburg,20015
2012,0-65,Bremen,5399
2012,0-65,Hamburg,15905
2012,0-65,Hessen,52715
2012,0-65,Mecklenburg-Vorpommern,13146
2012,0-65,Niedersachsen,65874
2012,0-65,Nordrhein-Westfalen,150689
2012,0-65,Rheinland-Pfalz,33017
2012,0-65,Saarland,7221
2012,0-65,Sachsen,34362
2012,0-65,Sachsen-Anhalt,17535
2012,0-65,Schleswig-Holstein,23477
2012,0-65,Thüringen,17466
2012,0-65,Baden-Württemberg,94522
2012,0-65,Bayern,108257
2012,0-65,Berlin,30609
2012,0-65,Brandenburg,19849
2012,0-65,Bremen,5539
2012,0-65,Hamburg,15697
2012,0-65,Hessen,53068
2012,0-65,Mecklenburg-Vorpommern,12787
2012,0-65,Niedersachsen,66526
2012,0-65,Nordrhein-Westfalen,150890
2012,0-65,Rheinland-Pfalz,33196
2012,0-65,Saarland,7225
2012,0-65,Sachsen,33596
2012,0-65,Sachsen-Anhalt,17078
2012,0-65,Schleswig-Holstein,23843
2012,0-65,Thüringen,17066
2012,0-65,Baden-Württemberg,93601
2012,0-65,Bayern,106509
2012,0-65,Berlin,28797
2012,0-65,Brandenburg,19193
2012,0-65,Bremen,5331
2012,0-65,Hamburg,15074
2012,0-65,Hessen,51814
2012,0-65,Mecklenburg-Vorpommern,12502
2012,0-65,Niedersachsen,66371
2012,0-65,Nordrhein-Westfalen,150047
2012,0-65,Rheinland-Pfalz,32431
2012,0-65,Saarland,7176
2012,0-65,Sachsen,32179
2012,0-65,Sachsen-Anhalt,16426
2012,0-65,Schleswig-Holstein,23679
2012,0-65,Thüringen,16208
2012,0-65,Baden-Württemberg,95624
2012,0-65,Bayern,108503
2012,0-65,Berlin,27558
2012,0-65,Brandenburg,19292
2012,0-65,Bremen,5232
2012,0-65,Hamburg,14994
2012,0-65,Hessen,53248
2012,0-65,Mecklenburg-Vorpommern,12132
2012,0-65,Niedersachsen,68115
2012,0-65,Nordrhein-Westfalen,152735
2012,0-65,Rheinland-Pfalz,33303
2012,0-65,Saarland,7451
2012,0-65,Sachsen,32137
2012,0-65,Sachsen-Anhalt,16575
2012,0-65,Schleswig-Holstein,23916
2012,0-65,Thüringen,16453
2012,0-65,Baden-Württemberg,98043
2012,0-65,Bayern,111495
2012,0-65,Berlin,27735
2012,0-65,Brandenburg,19731
2012,0-65,Bremen,5165
2012,0-65,Hamburg,14699
2012,0-65,Hessen,54039
2012,0-65,Mecklenburg-Vorpommern,12807
2012,0-65,Niedersachsen,71284
2012,0-65,Nordrhein-Westfalen,157532
2012,0-65,Rheinland-Pfalz,34329
2012,0-65,Saarland,7642
2012,0-65,Sachsen,32611
2012,0-65,Sachsen-Anhalt,16628
2012,0-65,Schleswig-Holstein,25235
2012,0-65,Thüringen,16978
2012,0-65,Baden-Württemberg,98461
2012,0-65,Bayern,112959
2012,0-65,Berlin,26471
2012,0-65,Brandenburg,19713
2012,0-65,Bremen,5224
2012,0-65,Hamburg,14356
2012,0-65,Hessen,53772
2012,0-65,Mecklenburg-Vorpommern,12535
2012,0-65,Niedersachsen,71746
2012,0-65,Nordrhein-Westfalen,159105
2012,0-65,Rheinland-Pfalz,35003
2012,0-65,Saarland,7590
2012,0-65,Sachsen,31503
2012,0-65,Sachsen-Anhalt,16170
2012,0-65,Schleswig-Holstein,25491
2012,0-65,Thüringen,16545
2012,0-65,Baden-Württemberg,100822
2012,0-65,Bayern,115035
2012,0-65,Berlin,26435
2012,0-65,Brandenburg,19438
2012,0-65,Bremen,5225
2012,0-65,Hamburg,14134
2012,0-65,Hessen,54823
2012,0-65,Mecklenburg-Vorpommern,12267
2012,0-65,Niedersachsen,74709
2012,0-65,Nordrhein-Westfalen,163126
2012,0-65,Rheinland-Pfalz,35758
2012,0-65,Saarland,7980
2012,0-65,Sachsen,30962
2012,0-65,Sachsen-Anhalt,16705
2012,0-65,Schleswig-Holstein,26177
2012,0-65,Thüringen,16527
2012,0-65,Baden-Württemberg,103309
2012,0-65,Bayern,117847
2012,0-65,Berlin,26212
2012,0-65,Brandenburg,19344
2012,0-65,Bremen,5483
2012,0-65,Hamburg,14352
2012,0-65,Hessen,56060
2012,0-65,Mecklenburg-Vorpommern,12605
2012,0-65,Niedersachsen,77605
2012,0-65,Nordrhein-Westfalen,167729
2012,0-65,Rheinland-Pfalz,37044
2012,0-65,Saarland,8258
2012,0-65,Sachsen,31051
2012,0-65,Sachsen-Anhalt,16898
2012,0-65,Schleswig-Holstein,27155
2012,0-65,Thüringen,16819
2012,0-65,Baden-Württemberg,108816
2012,0-65,Bayern,123368
2012,0-65,Berlin,26704
2012,0-65,Brandenburg,20369
2012,0-65,Bremen,5727
2012,0-65,Hamburg,14749
2012,0-65,Hessen,58531
2012,0-65,Mecklenburg-Vorpommern,12729
2012,0-65,Niedersachsen,81713
2012,0-65,Nordrhein-Westfalen,175738
2012,0-65,Rheinland-Pfalz,39249
2012,0-65,Saarland,8671
2012,0-65,Sachsen,31906
2012,0-65,Sachsen-Anhalt,17286
2012,0-65,Schleswig-Holstein,28779
2012,0-65,Thüringen,16846
2012,0-65,Baden-Württemberg,110475
2012,0-65,Bayern,125650
2012,0-65,Berlin,25939
2012,0-65,Brandenburg,19907
2012,0-65,Bremen,5745
2012,0-65,Hamburg,14385
2012,0-65,Hessen,58566
2012,0-65,Mecklenburg-Vorpommern,12097
2012,0-65,Niedersachsen,82573
2012,0-65,Nordrhein-Westfalen,176995
2012,0-65,Rheinland-Pfalz,39744
2012,0-65,Saarland,9026
2012,0-65,Sachsen,30195
2012,0-65,Sachsen-Anhalt,16592
2012,0-65,Schleswig-Holstein,29434
2012,0-65,Thüringen,16216
2012,0-65,Baden-Württemberg,113787
2012,0-65,Bayern,129347
2012,0-65,Berlin,26054
2012,0-65,Brandenburg,19356
2012,0-65,Bremen,5872
2012,0-65,Hamburg,14522
2012,0-65,Hessen,60264
2012,0-65,Mecklenburg-Vorpommern,11872
2012,0-65,Niedersachsen,85481
2012,0-65,Nordrhein-Westfalen,182923
2012,0-65,Rheinland-Pfalz,41467
2012,0-65,Saarland,9143
2012,0-65,Sachsen,28797
2012,0-65,Sachsen-Anhalt,16040
2012,0-65,Schleswig-Holstein,29847
2012,0-65,Thüringen,15987
2012,0-65,Baden-Württemberg,118444
2012,0-65,Bayern,133012
2012,0-65,Berlin,26078
2012,0-65,Brandenburg,18939
2012,0-65,Bremen,6062
2012,0-65,Hamburg,14883
2012,0-65,Hessen,62664
2012,0-65,Mecklenburg-Vorpommern,11738
2012,0-65,Niedersachsen,89089
2012,0-65,Nordrhein-Westfalen,190965
2012,0-65,Rheinland-Pfalz,43442
2012,0-65,Saarland,9922
2012,0-65,Sachsen,27830
2012,0-65,Sachsen-Anhalt,15718
2012,0-65,Schleswig-Holstein,31126
2012,0-65,Thüringen,15932
2012,0-65,Baden-Württemberg,116751
2012,0-65,Bayern,131931
2012,0-65,Berlin,25491
2012,0-65,Brandenburg,17957
2012,0-65,Bremen,6012
2012,0-65,Hamburg,14814
2012,0-65,Hessen,61868
2012,0-65,Mecklenburg-Vorpommern,11043
2012,0-65,Niedersachsen,87341
2012,0-65,Nordrhein-Westfalen,189257
2012,0-65,Rheinland-Pfalz,42656
2012,0-65,Saarland,10031
2012,0-65,Sachsen,26163
2012,0-65,Sachsen-Anhalt,14938
2012,0-65,Schleswig-Holstein,30917
2012,0-65,Thüringen,14737
2012,0-65,Baden-Württemberg,115129
2012,0-65,Bayern,129383
2012,0-65,Berlin,24723
2012,0-65,Brandenburg,16439
2012,0-65,Bremen,5999
2012,0-65,Hamburg,14404
2012,0-65,Hessen,60286
2012,0-65,Mecklenburg-Vorpommern,9919
2012,0-65,Niedersachsen,85159
2012,0-65,Nordrhein-Westfalen,185100
2012,0-65,Rheinland-Pfalz,41942
2012,0-65,Saarland,9760
2012,0-65,Sachsen,23591
